StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,PID,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,CloseFrds_1,CloseFrds_2,CloseFrds_3,CloseFrds_4,CloseFrds_5,CloseFrds_6,SpendTime_1,SpendTime_2,SpendTime_3,SpendTime_4,SpendTime_5,SpendTime_6,SocAdvice_1,SocAdvice_2,SocAdvice_3,SocAdvice_4,SocAdvice_5,SocAdvice_6,NegEmoSupp_1,NegEmoSupp_2,NegEmoSupp_3,NegEmoSupp_4,NegEmoSupp_5,NegEmoSupp_6,PosEmoSupp_1,PosEmoSupp_2,PosEmoSupp_3,PosEmoSupp_4,PosEmoSupp_5,PosEmoSupp_6,Responsive_1,Responsive_2,Responsive_3,Responsive_4,Responsive_5,Responsive_6,EmpSupp_1,EmpSupp_2,EmpSupp_3,EmpSupp_4,EmpSupp_5,EmpSupp_6,PosAffPres_1,PosAffPres_2,PosAffPres_3,PosAffPres_4,PosAffPres_5,PosAffPres_6,NegAffPres_1,NegAffPres_2,NegAffPres_3,NegAffPres_4,NegAffPres_5,NegAffPres_6,Gossip_1,Gossip_2,Gossip_3,Gossip_4,Gossip_5,Gossip_6,Persuasive_1,Persuasive_2,Persuasive_3,Persuasive_4,Persuasive_5,Persuasive_6,Liked_1,Liked_2,Liked_3,Liked_4,Liked_5,Liked_6,PoliticalAttitudes1,PoliticalAttitudes2,PoliticalAttitudes3,PoliticalAttitudes4,PoliticalAttitudes5,PoliticalAttitudes6,GroupPolitics1,GroupPolitics2,GroupPolitics3,GroupPolitics4,GroupPolitics5,GroupPolitics6,MoralConvictions1,MoralConvictions2,MoralConvictions3,MoralConvictions4,Wellbeing_self_17,Lonely,Stressed,Satisfied,Rumination,Wellbeing_self_18,Social_Anxiety,Wellbeing_self_22,Anxiety_1,Anxiety_2,Wellbeing_self_19,Depression,Anhedonia,Wellbeing_self_21,Belonging,StudentGrp_Resp_1,StudentGrp_Resp_2,StudentGrp_Resp_3,Group_other_4,Group_other_5,Group_other_6,DID,NID
2018-11-29 12:36:05,2018-11-29 12:45:45,0,100,579,1,2018-11-29 12:45:45,yfTJjVftmj,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,oA0q2Po7xf,0S0hJZKYOx,s4Bl0qrmiY,zyMXsjc6Nj,CThI2R0ewP,7sb6LXSIoI,oA0q2Po7xf,s4Bl0qrmiY,zyMXsjc6Nj,CThI2R0ewP,7sb6LXSIoI,xlEtG92n42,s4Bl0qrmiY,oA0q2Po7xf,7sb6LXSIoI,zyMXsjc6Nj,1wEjhQBrKw,CThI2R0ewP,s4Bl0qrmiY,oA0q2Po7xf,1wEjhQBrKw,zyMXsjc6Nj,,,s4Bl0qrmiY,0S0hJZKYOx,oA0q2Po7xf,zyMXsjc6Nj,1wEjhQBrKw,CThI2R0ewP,s4Bl0qrmiY,zyMXsjc6Nj,1wEjhQBrKw,oA0q2Po7xf,0S0hJZKYOx,xlEtG92n42,zyMXsjc6Nj,s4Bl0qrmiY,1wEjhQBrKw,CThI2R0ewP,hqwP7b0I1A,7sb6LXSIoI,s4Bl0qrmiY,1wEjhQBrKw,zyMXsjc6Nj,oA0q2Po7xf,0S0hJZKYOx,7sb6LXSIoI,NONE,,,,,,s4Bl0qrmiY,zyMXsjc6Nj,0S0hJZKYOx,oA0q2Po7xf,CThI2R0ewP,1wEjhQBrKw,s4Bl0qrmiY,,,,,,nWMPROD5Yc,CThI2R0ewP,hqwP7b0I1A,1o4xSIjveg,hKEayixdWM,uxOQXZBcOB,24,23,19,24,21,23,23,21,21,23,21,21,18,22,20,20,5,1,2,5,1,5,1,5,2,2,5,1,1,4,36,None,None,None,,,,5,5
2018-11-29 16:00:16,2018-11-29 16:23:07,0,100,1370,1,2018-11-29 16:23:07,kqPtAZZXbV,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,8og3CYBzZm,7sb6LXSIoI,TIqoZ2suOW,pR4PZ4imOZ,oA0q2Po7xf,lAfPFlsD8f,8og3CYBzZm,TIqoZ2suOW,oA0q2Po7xf,pR4PZ4imOZ,tlEPecpT6G,mFJ71HQO5l,1wEjhQBrKw,8og3CYBzZm,pR4PZ4imOZ,4mjHjcseiq,TIqoZ2suOW,7sb6LXSIoI,8og3CYBzZm,4mjHjcseiq,pR4PZ4imOZ,lAfPFlsD8f,oA0q2Po7xf,JZnxPK4suw,8og3CYBzZm,7sb6LXSIoI,tlEPecpT6G,pR4PZ4imOZ,TIqoZ2suOW,1wEjhQBrKw,1wEjhQBrKw,4mjHjcseiq,8og3CYBzZm,nWMPROD5Yc,7sb6LXSIoI,pR4PZ4imOZ,8og3CYBzZm,lAfPFlsD8f,7sb6LXSIoI,nWMPROD5Yc,uxOQXZBcOB,1wEjhQBrKw,8og3CYBzZm,7sb6LXSIoI,zyMXsjc6Nj,nWMPROD5Yc,lAfPFlsD8f,tlEPecpT6G,NONE,,,,,,8og3CYBzZm,JZnxPK4suw,pR4PZ4imOZ,tlEPecpT6G,7sb6LXSIoI,,TIqoZ2suOW,tlEPecpT6G,oA0q2Po7xf,hKEayixdWM,JZnxPK4suw,,nWMPROD5Yc,uxOQXZBcOB,yfTJjVftmj,gSmwslphlH,CThI2R0ewP,hqwP7b0I1A,23,23,19,24,19,21,20,23,22,23,19,21,18,18,19,20,4,2,2,4,2,4,1,5,1,2,5,1,1,5,35,Stanford Solar Car Project,,,,,,5,5
2018-11-29 17:52:25,2018-11-29 17:59:01,0,100,396,1,2018-11-29 17:59:02,gzMvr3oLnV,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,tlEPecpT6G,SuwBrsLOd1,pR4PZ4imOZ,XicY81sN67,lAfPFlsD8f,BdMK1pChJw,tlEPecpT6G,pR4PZ4imOZ,SuwBrsLOd1,XicY81sN67,lAfPFlsD8f,BdMK1pChJw,ieKAbaIbqJ,4mjHjcseiq,tlEPecpT6G,BdMK1pChJw,pR4PZ4imOZ,C1SZ12HcDP,ieKAbaIbqJ,4mjHjcseiq,tlEPecpT6G,BdMK1pChJw,SuwBrsLOd1,pR4PZ4imOZ,tlEPecpT6G,ieKAbaIbqJ,4mjHjcseiq,BdMK1pChJw,SuwBrsLOd1,pR4PZ4imOZ,tlEPecpT6G,SuwBrsLOd1,pR4PZ4imOZ,4mjHjcseiq,ieKAbaIbqJ,BdMK1pChJw,4mjHjcseiq,ieKAbaIbqJ,tlEPecpT6G,BdMK1pChJw,pR4PZ4imOZ,,pR4PZ4imOZ,BdMK1pChJw,tlEPecpT6G,4mjHjcseiq,SuwBrsLOd1,,dUxB0OMyGM,,,,,,tlEPecpT6G,4mjHjcseiq,pR4PZ4imOZ,BdMK1pChJw,SuwBrsLOd1,BfmuGJloJl,tlEPecpT6G,,,,,,hqwP7b0I1A,ieKAbaIbqJ,4mjHjcseiq,MDMEquqqb0,1wEjhQBrKw,CThI2R0ewP,20,19,19,22,18,20,20,19,22,23,18,21,22,22,22,22,5,1,2,5,1,5,1,5,2,1,5,1,1,5,36,Cardinal Free Clinics,Stanford In Government,,,,,5,5
2018-11-29 18:07:35,2018-11-29 18:10:07,0,100,151,1,2018-11-29 18:10:07,Oo6k8tcDJh,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,None,,,,,,24,24,24,24,24,24,24,24,24,24,24,24,22,22,22,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,None,None,None,,,,5,5
2018-11-29 18:05:27,2018-11-29 18:16:11,0,100,643,1,2018-11-29 18:16:13,qE7hQs4Yjh,,37.4235992431640625,-122.161895751953125,anonymous,EN,19,VorwYjE9sx,6LdVRQDRKS,1o4xSIjveg,8rsekwqjFy,TMviB96FLR,gzcKYcsAhv,VorwYjE9sx,TMviB96FLR,gzcKYcsAhv,RunEBN2C6y,KWWR2O9VsR,8rsekwqjFy,VorwYjE9sx,KWWR2O9VsR,CThI2R0ewP,1o4xSIjveg,8rsekwqjFy,,VorwYjE9sx,TMviB96FLR,6LdVRQDRKS,8rsekwqjFy,,,VorwYjE9sx,TMviB96FLR,64Y7y22rEk,AVYF6ynyyl,3ieA82yXj8,6LdVRQDRKS,6LdVRQDRKS,TMviB96FLR,AVYF6ynyyl,VorwYjE9sx,64Y7y22rEk,1o4xSIjveg,TMviB96FLR,6LdVRQDRKS,nWMPROD5Yc,XgbHYXbrWi,8rsekwqjFy,,8rsekwqjFy,nWMPROD5Yc,oA0q2Po7xf,XgbHYXbrWi,TMviB96FLR,gzcKYcsAhv,huNYJkmsmM,ieKAbaIbqJ,,,,,VorwYjE9sx,,,,,,1o4xSIjveg,8rsekwqjFy,,,,,nWMPROD5Yc,7sb6LXSIoI,1o4xSIjveg,CThI2R0ewP,,,23,23,18,24,21,20,20,24,22,24,19,21,20,21,21,21,5,5,3,5,2,4,1,4,2,1,5,1,1,5,36,Stanford Jazz Orchestra,Stanford In Government,Asia-Pacific Student Entreprenuership Society,,,,5,5
2018-11-29 19:28:13,2018-11-29 19:36:25,0,100,492,1,2018-11-29 19:36:26,Z4sBfxX6Yf,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,gSmwslphlH,huNYJkmsmM,,,,,gSmwslphlH,huNYJkmsmM,JZnxPK4suw,,,,gSmwslphlH,JZnxPK4suw,,,,,JZnxPK4suw,,,,,,gSmwslphlH,huNYJkmsmM,,,,,huNYJkmsmM,,,,,,huNYJkmsmM,,,,,,huNYJkmsmM,uxOQXZBcOB,nWMPROD5Yc,,,,,xlEtG92n42,,,,,gSmwslphlH,JZnxPK4suw,huNYJkmsmM,,,,huNYJkmsmM,,,,,,nWMPROD5Yc,uxOQXZBcOB,7sb6LXSIoI,gzcKYcsAhv,yfTJjVftmj,,23,22,21,24,21,23,22,22,20,24,20,23,21,20,21,21,3,2,2,5,4,5,2,5,2,1,3,1,1,5,36,Leland Stanford Junior University Marching Band,Multiracial Identified Community at Stanford,Students for a Sustainable Stanford,,,,5,5
2018-11-29 21:27:35,2018-11-29 21:35:13,0,100,457,1,2018-11-29 21:35:13,yvMU3B38rq,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,DstYrHFZt9,IgAjERSXYM,,,,,DstYrHFZt9,,,,,,DstYrHFZt9,,,,,,DstYrHFZt9,,,,,,DstYrHFZt9,,,,,,DstYrHFZt9,,,,,,DstYrHFZt9,,,,,,7sb6LXSIoI,DstYrHFZt9,,,,,NONE,,,,,,NONE,,,,,,DstYrHFZt9,,,,,,uxOQXZBcOB,,,,,,23,23,21,24,21,23,19,19,23,23,19,21,21,21,21,21,5,4,3,4,2,4,3,4,4,3,4,3,2,4,35,Stanford Grappling Club,Jujitsu Club,None,,,,5,5
2018-11-29 21:32:07,2018-11-29 21:36:40,0,100,272,1,2018-11-29 21:36:41,3q32bPAiOw,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,SL72KyJM9u,KK9quMhEGv,7sb6LXSIoI,ax2ZMqAVsp,hKEayixdWM,zqPS4jMkLK,SL72KyJM9u,zqPS4jMkLK,,,,,SL72KyJM9u,,,,,,SL72KyJM9u,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,NONE,,,,,,23,23,19,23,21,20,23,20,23,20,22,20,21,21,21,21,4,1,3,4,1,4,1,3,1,1,4,2,1,4,36,Other,None,None,SSI,SOLE,Casa Zapata,5,5
2018-11-30 01:31:51,2018-11-30 01:42:39,0,100,647,1,2018-11-30 01:42:39,3H9reqfpXw,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,KWWR2O9VsR,RunEBN2C6y,1wEjhQBrKw,kqPtAZZXbV,8og3CYBzZm,,RunEBN2C6y,KWWR2O9VsR,kqPtAZZXbV,,,,4mjHjcseiq,ieKAbaIbqJ,1wEjhQBrKw,,,,1wEjhQBrKw,5W4GCgL7j4,4mjHjcseiq,,,,ieKAbaIbqJ,1wEjhQBrKw,RunEBN2C6y,,,,RunEBN2C6y,8og3CYBzZm,1wEjhQBrKw,,,,T3iNOulFja,,,,,,ZeTPVfP3gk,lW8ZkmiGUN,,,,,NONE,,,,,,RunEBN2C6y,1wEjhQBrKw,,,,,RunEBN2C6y,,,,,,nWMPROD5Yc,qE7hQs4Yjh,,,,,24,22,21,20,22,22,24,23,21,21,22,20,22,21,21,21,4,3,4,4,3,4,2,3,4,4,3,2,2,4,36,Stanford Solar Car Project,The Charles R. Blyth Fund,,,,,5,5
2018-11-30 01:31:39,2018-11-30 01:58:06,0,100,1587,1,2018-11-30 01:58:07,s4Bl0qrmiY,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,xlEtG92n42,C1SZ12HcDP,yfTJjVftmj,5W4GCgL7j4,zyMXsjc6Nj,3H9reqfpXw,xlEtG92n42,yfTJjVftmj,C1SZ12HcDP,zyMXsjc6Nj,ax2ZMqAVsp,oCJk7DBfSV,xlEtG92n42,C1SZ12HcDP,JZnxPK4suw,yfTJjVftmj,3H9reqfpXw,7sb6LXSIoI,C1SZ12HcDP,xlEtG92n42,3H9reqfpXw,yfTJjVftmj,oCJk7DBfSV,JZnxPK4suw,zyMXsjc6Nj,xlEtG92n42,3H9reqfpXw,5W4GCgL7j4,C1SZ12HcDP,ax2ZMqAVsp,C1SZ12HcDP,3H9reqfpXw,xlEtG92n42,zyMXsjc6Nj,oCJk7DBfSV,H02ssmXS5c,C1SZ12HcDP,H02ssmXS5c,3H9reqfpXw,JZnxPK4suw,oCJk7DBfSV,xlEtG92n42,C1SZ12HcDP,H02ssmXS5c,xlEtG92n42,oCJk7DBfSV,3H9reqfpXw,7sb6LXSIoI,NONE,,,,,,xlEtG92n42,zyMXsjc6Nj,C1SZ12HcDP,3H9reqfpXw,,,xlEtG92n42,,,,,,3H9reqfpXw,H02ssmXS5c,7sb6LXSIoI,,,,21,23,21,23,20,23,21,22,21,23,20,22,18,19,20,20,5,1,2,5,2,5,1,4,2,2,4,1,1,5,36,Other,,,Varsity Cross Country,Varsity Track and Field,,5,5
2018-11-30 02:27:42,2018-11-30 02:41:37,0,100,835,1,2018-11-30 02:41:38,PVRXpdKXA2,,37.4235992431640625,-122.161895751953125,anonymous,EN,19,uAKoPLZITf,ZeTPVfP3gk,8rsekwqjFy,,,,uAKoPLZITf,ZeTPVfP3gk,8rsekwqjFy,,,,uAKoPLZITf,ZeTPVfP3gk,8rsekwqjFy,,,,uAKoPLZITf,ZeTPVfP3gk,,,,,uAKoPLZITf,ZeTPVfP3gk,8rsekwqjFy,,,,uAKoPLZITf,ZeTPVfP3gk,8rsekwqjFy,,,,NONE,,,,,,uAKoPLZITf,ZeTPVfP3gk,8rsekwqjFy,IPtjNxjBAw,,,NONE,,,,,,uAKoPLZITf,ZeTPVfP3gk,,,,,NONE,,,,,,uxOQXZBcOB,1o4xSIjveg,nWMPROD5Yc,,,,24,19,21,24,21,24,21,23,20,24,19,21,21,22,22,19,3,3,3,2,2,4,2,3,5,4,2,3,2,3,32,Chi Alpha Christian Fellowship,Rams Head Theatrical Society,Stanford In Government,,,,5,5
2018-11-30 12:27:03,2018-11-30 12:50:54,0,100,1431,1,2018-11-30 12:50:55,T3iNOulFja,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,8og3CYBzZm,mqxstEqwVb,qwjw2OMYHs,mFJ71HQO5l,DstYrHFZt9,lW8ZkmiGUN,DstYrHFZt9,lW8ZkmiGUN,AVYF6ynyyl,8og3CYBzZm,qwjw2OMYHs,mFJ71HQO5l,mFJ71HQO5l,ieKAbaIbqJ,DstYrHFZt9,,,,NONE,,,,,,lW8ZkmiGUN,mFJ71HQO5l,qwjw2OMYHs,,,,mFJ71HQO5l,qwjw2OMYHs,DstYrHFZt9,lW8ZkmiGUN,8rsekwqjFy,8og3CYBzZm,mFJ71HQO5l,lW8ZkmiGUN,TMviB96FLR,,,,8og3CYBzZm,lW8ZkmiGUN,DstYrHFZt9,mFJ71HQO5l,qwjw2OMYHs,8rsekwqjFy,NONE,,,,,,DstYrHFZt9,mFJ71HQO5l,8og3CYBzZm,,,,qE7hQs4Yjh,,,,,,mFJ71HQO5l,qwjw2OMYHs,8og3CYBzZm,4mjHjcseiq,,,23,21,22,23,21,22,23,,22,23,,,19,19,19,19,3,3,3,2,4,2,2,2,2,4,3,2,1,3,35,Stanford Archery Program,Other,Women in Computer Science,Common Origins,,,5,5
2018-11-30 15:47:21,2018-11-30 16:01:09,0,100,828,1,2018-11-30 16:01:09,h18lnvVtk3,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,mqxstEqwVb,iYFWRTHXLd,lW8ZkmiGUN,,,,iYFWRTHXLd,mqxstEqwVb,lW8ZkmiGUN,,,,mqxstEqwVb,DstYrHFZt9,ieKAbaIbqJ,iYFWRTHXLd,,,NONE,,,,,,lW8ZkmiGUN,mqxstEqwVb,iYFWRTHXLd,,,,mqxstEqwVb,,,,,,uxOQXZBcOB,C1SZ12HcDP,PVRXpdKXA2,mqxstEqwVb,lW8ZkmiGUN,,mqxstEqwVb,uxOQXZBcOB,IPtjNxjBAw,lW8ZkmiGUN,,,NONE,,,,,,iYFWRTHXLd,mqxstEqwVb,lW8ZkmiGUN,,,,NONE,,,,,,nWMPROD5Yc,uxOQXZBcOB,,,,,23,22,22,21,21,20,23,22,21,23,21,22,19,20,19,20,4,2,1,2,2,3,2,1,1,1,3,1,3,3,35,Stanford Pre-Business Association,The Stanford Daily,,,,,5,5
2018-11-30 15:52:10,2018-11-30 16:03:09,0,100,659,1,2018-11-30 16:03:09,KWWR2O9VsR,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,3kgAmNt5QZ,7sb6LXSIoI,gSmwslphlH,huNYJkmsmM,VorwYjE9sx,3H9reqfpXw,3kgAmNt5QZ,VorwYjE9sx,gSmwslphlH,3H9reqfpXw,,,gSmwslphlH,VorwYjE9sx,3H9reqfpXw,,,,NONE,,,,,,3kgAmNt5QZ,3H9reqfpXw,7sb6LXSIoI,,,,huNYJkmsmM,,,,,,mqxstEqwVb,J8F7myARcy,,,,,qE7hQs4Yjh,VorwYjE9sx,SL72KyJM9u,huNYJkmsmM,JZnxPK4suw,,NONE,,,,,,huNYJkmsmM,3H9reqfpXw,,,,,NONE,,,,,,NONE,,,,,,23,23,21,23,23,23,23,20,21,23,21,23,18,20,21,21,3,3,2,1,2,1,1,1,1,1,4,1,1,4,34,Code the Change,None,None,,,,5,5
2018-11-30 18:32:57,2018-11-30 18:43:26,0,100,628,1,2018-11-30 18:43:26,ZeTPVfP3gk,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,PVRXpdKXA2,uAKoPLZITf,LyoqotSy1C,,,,PVRXpdKXA2,uAKoPLZITf,LyoqotSy1C,,,,PVRXpdKXA2,,,,,,PVRXpdKXA2,4mjHjcseiq,,,,,PVRXpdKXA2,,,,,,PVRXpdKXA2,,,,,,PVRXpdKXA2,,,,,,PVRXpdKXA2,,,,,,yfTJjVftmj,,,,,,PVRXpdKXA2,uAKoPLZITf,,,,,uAKoPLZITf,,,,,,3H9reqfpXw,1o4xSIjveg,,,,,23,23,22,24,18,24,23,21,23,22,18,23,21,21,21,21,3,4,4,2,4,2,3,2,5,3,3,4,3,3,34,Stanford STATIC,Stanford Black Pre-Medical Organization,Cardinal Free Clinics,,,,5,5
2018-12-01 14:48:32,2018-12-01 14:53:37,0,100,304,1,2018-12-01 14:53:38,gzcKYcsAhv,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,IMB4n3UJdT,1o4xSIjveg,,,,,AVYF6ynyyl,gzcKYcsAhv,,,,,3ieA82yXj8,RefdXugL9e,,,,,3ieA82yXj8,3kgAmNt5QZ,,,,,64Y7y22rEk,tIkYjYRyuF,,,,,gzcKYcsAhv,3ieA82yXj8,,,,,AVYF6ynyyl,,,,,,1o4xSIjveg,,,,,,89v5tXCVAy,,,,,,64Y7y22rEk,,,,,,3kgAmNt5QZ,,,,,,nWMPROD5Yc,,,,,,24,18,18,22,24,22,23,22,20,24,19,19,22,22,22,22,5,1,1,5,1,5,1,5,1,1,5,1,1,5,36,Stanford Symphony Orchestra,Stanford College Republicans,None,,,,5,5
2018-12-01 20:08:11,2018-12-01 20:17:42,0,100,570,1,2018-12-01 20:17:42,h2yn09VXH2,,37.7353057861328125,-122.373199462890625,anonymous,EN,18,IPtjNxjBAw,IgAjERSXYM,TIqoZ2suOW,,,,IPtjNxjBAw,IgAjERSXYM,,,,,IgAjERSXYM,TIqoZ2suOW,,,,,IgAjERSXYM,,,,,,IgAjERSXYM,,,,,,IPtjNxjBAw,IgAjERSXYM,TIqoZ2suOW,,,,IgAjERSXYM,IPtjNxjBAw,,,,,IPtjNxjBAw,IgAjERSXYM,,,,,PVRXpdKXA2,dUxB0OMyGM,uAKoPLZITf,,,,IPtjNxjBAw,IgAjERSXYM,TIqoZ2suOW,qwjw2OMYHs,tlEPecpT6G,,IgAjERSXYM,,,,,,nWMPROD5Yc,qE7hQs4Yjh,uxOQXZBcOB,,,,24,19,19,23,20,23,21,21,20,23,19,23,22,22,19,19,4,3,2,4,5,4,3,4,3,3,3,2,1,4,36,Stanford Mens Ultimate Team,None,None,,,,5,5
2018-12-01 20:08:56,2018-12-01 20:23:13,0,100,856,1,2018-12-01 20:23:13,IPtjNxjBAw,,37.797393798828125,-122.4001007080078125,anonymous,EN,19,h2yn09VXH2,IgAjERSXYM,,,,,IgAjERSXYM,h2yn09VXH2,,,,,IgAjERSXYM,CThI2R0ewP,PVRXpdKXA2,h2yn09VXH2,,,h2yn09VXH2,IgAjERSXYM,,,,,h2yn09VXH2,IgAjERSXYM,PVRXpdKXA2,,,,PVRXpdKXA2,IgAjERSXYM,CThI2R0ewP,,,,PVRXpdKXA2,CThI2R0ewP,IgAjERSXYM,,,,IgAjERSXYM,qwjw2OMYHs,CThI2R0ewP,,,,89v5tXCVAy,,,,,,IgAjERSXYM,h2yn09VXH2,,,,,IgAjERSXYM,,,,,,uxOQXZBcOB,TIqoZ2suOW,nWMPROD5Yc,IgAjERSXYM,,,23,18,18,23,20,23,20,18,19,24,18,24,22,22,20,20,4,1,1,5,2,5,1,5,1,1,4,1,1,4,36,Other,None,None,Men's golf team,None,None,5,5
2018-11-29 17:51:03,2018-12-02 14:07:18,0,100,245775,1,2018-12-02 14:07:19,TMviB96FLR,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,qE7hQs4Yjh,,,,,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,qE7hQs4Yjh,,NONE,,,,,,64Y7y22rEk,AVYF6ynyyl,tIkYjYRyuF,3ieA82yXj8,,,1o4xSIjveg,gzcKYcsAhv,,,,,nWMPROD5Yc,qE7hQs4Yjh,,,,,22,24,23,24,18,21,23,21,24,22,20,21,20,20,22,22,5,2,3,4,2,5,2,5,1,2,5,2,1,5,35,Akasma Bellydance,Multiracial Identified Community at Stanford,Womxns Coalition,,,,5,5
2018-12-02 14:58:19,2018-12-02 15:11:01,0,100,762,1,2018-12-02 15:11:02,XicY81sN67,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,uAKoPLZITf,iYFWRTHXLd,7sb6LXSIoI,LyoqotSy1C,IgAjERSXYM,lW8ZkmiGUN,uAKoPLZITf,iYFWRTHXLd,,,,,uAKoPLZITf,iYFWRTHXLd,lW8ZkmiGUN,,,,uAKoPLZITf,LyoqotSy1C,iYFWRTHXLd,lW8ZkmiGUN,,,iYFWRTHXLd,,,,,,uxOQXZBcOB,uAKoPLZITf,LyoqotSy1C,lW8ZkmiGUN,,,uxOQXZBcOB,T3iNOulFja,,,,,uAKoPLZITf,iYFWRTHXLd,mqxstEqwVb,,,,KK9quMhEGv,,,,,,uAKoPLZITf,,,,,,7sb6LXSIoI,qE7hQs4Yjh,,,,,uxOQXZBcOB,TIqoZ2suOW,gzMvr3oLnV,,,,22,23,18,23,21,20,23,22,22,21,21,23,20,20,19,19,,,,,,,,,,,,,,,,The Stanford Daily,None,None,,,,5,5
2018-12-02 17:29:03,2018-12-02 17:47:29,0,100,1105,1,2018-12-02 17:47:29,0S0hJZKYOx,,37.4235992431640625,-122.161895751953125,anonymous,EN,19,qlW80PPG5s,xlEtG92n42,yfTJjVftmj,op8ylvWbRU,oA0q2Po7xf,7sb6LXSIoI,qlW80PPG5s,op8ylvWbRU,yfTJjVftmj,xlEtG92n42,zyMXsjc6Nj,s4Bl0qrmiY,qlW80PPG5s,op8ylvWbRU,yfTJjVftmj,xlEtG92n42,oA0q2Po7xf,zyMXsjc6Nj,qlW80PPG5s,yfTJjVftmj,op8ylvWbRU,zyMXsjc6Nj,xlEtG92n42,s4Bl0qrmiY,qlW80PPG5s,op8ylvWbRU,xlEtG92n42,yfTJjVftmj,zyMXsjc6Nj,s4Bl0qrmiY,qlW80PPG5s,op8ylvWbRU,yfTJjVftmj,zyMXsjc6Nj,xlEtG92n42,s4Bl0qrmiY,qlW80PPG5s,yfTJjVftmj,7sb6LXSIoI,op8ylvWbRU,xlEtG92n42,zyMXsjc6Nj,qlW80PPG5s,yfTJjVftmj,op8ylvWbRU,zyMXsjc6Nj,xlEtG92n42,5W4GCgL7j4,3q32bPAiOw,,,,,,qlW80PPG5s,yfTJjVftmj,op8ylvWbRU,xlEtG92n42,zyMXsjc6Nj,,qlW80PPG5s,yfTJjVftmj,op8ylvWbRU,,,,qlW80PPG5s,yfTJjVftmj,7sb6LXSIoI,5W4GCgL7j4,,,23,22,21,23,21,23,23,21,21,23,19,23,21,21,21,20,4,1,2,4,1,1,1,4,1,1,4,1,1,5,36,None,None,None,,,,5,5
2018-12-02 17:36:09,2018-12-02 17:47:56,0,100,707,1,2018-12-02 17:47:56,qlW80PPG5s,,37.4235992431640625,-122.161895751953125,anonymous,EN,18,op8ylvWbRU,xlEtG92n42,0S0hJZKYOx,yfTJjVftmj,zyMXsjc6Nj,7sb6LXSIoI,Brandon dieter,op8ylvWbRU,xlEtG92n42,7sb6LXSIoI,ax2ZMqAVsp,zyMXsjc6Nj,op8ylvWbRU,0S0hJZKYOx,,,,,0S0hJZKYOx,op8ylvWbRU,,,,,0S0hJZKYOx,op8ylvWbRU,,,,,0S0hJZKYOx,op8ylvWbRU,,,,,0S0hJZKYOx,,,,,,0S0hJZKYOx,op8ylvWbRU,xlEtG92n42,,,,3q32bPAiOw,,,,,,0S0hJZKYOx,op8ylvWbRU,yfTJjVftmj,xlEtG92n42,zyMXsjc6Nj,7sb6LXSIoI,0S0hJZKYOx,op8ylvWbRU,,,,,yfTJjVftmj,,,,,,22,21,19,24,19,20,20,22,19,24,21,20,20,21,19,20,3,4,4,3,5,2,3,3,5,5,4,3,2,5,36,None,None,None,,,,5,5
